標題,連結,發布日期
"“因特”內視鏡手術輔助系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12159","2013-04-15"
"威達獅D-二聚體第二代試劑組 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12161","2013-04-15"
"＂百靈列＂ 手術導航系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12162","2013-04-15"
"〝羅氏〞免疫分析骨質吸收指標/血清檢驗試劑 (未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12163","2013-04-15"
"“美樂得”生理監視器 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12164","2013-04-15"
"多釘縫合器 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12165","2013-04-15"
"羅氏可固全血液凝固快速測定系統、羅氏可固全血液凝固快速測定儀加強型、羅氏可固專業型全血液凝固快速測定儀 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12166","2013-04-15"
"“波士頓科技”守護者左心耳閉合系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17214","2015-10-23"
"“西門子”診斷用超音波探頭 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17215","2015-10-23"
"“索林”脈長流主動脈人工心瓣膜 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17216","2015-10-23"
"“美敦力”冷凍消融儀及組件 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17217","2015-10-23"
"“泰爾茂”思倍壯亞普緹亞血液細胞分離機 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17239","2015-10-30"
"離合器無法自動脫開之顱骨鑽孔器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17240","2015-10-30"
"維特司生化產品9號校正液 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17241","2015-10-30"
"“飛利浦”心血管X光系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17244","2015-10-30"
"“德塔斯”主動脈氣球導管幫浦 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17273","2015-11-10"
"“醫科特”醫用帶電粒子放射治療系統軟體 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17274","2015-11-10"
"“奇異”正子/核磁共振掃描儀、“奇異”核磁共振掃描裝置 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17275","2015-11-10"
"與軟式支氣管鏡再處理有關之感染 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17276","2015-11-10"
"“百多力”歐禧樂西羅莫司冠狀動脈塗藥支架系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17277","2015-11-10"
"“曲克”培養系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17278","2015-11-10"
"“曲克” 託鏗血管攝影導管、“曲克” 史利普血管攝影導管、“曲克”史利普導引導管、“曲克”遠端導引託鏗增益導管、“曲克” 皇家血管攝影導管 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17279","2015-11-10"
"“奧林柏斯”沖洗泵浦 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17280","2015-11-10"
"“卡爾費森”輸液系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17312","2015-11-12"
"“瓦里安”腫瘤資訊系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17313","2015-11-12"
"“愛德華”體積監視套組 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17556","2015-12-25"
"“博醫來”立體定位治療計畫系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17557","2015-12-25"
"“英泰克”安菲允血管治療導管 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17558","2015-12-25"
"萊富可德人類白血球抗體篩檢試劑 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17559","2015-12-25"
"“會得”舒妃雅退伍軍人症快速螢光酵素免疫分析檢測套組(未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17560","2015-12-25"
"“態能”膀胱容量掃描儀 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17561","2015-12-25"
"“奧林柏斯”電子式腹腔鏡 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17562","2015-12-25"
"羅氏血液氣體電解質分析儀 cobas b 221 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=17583","2015-12-30"
"“柯惠”威利雷柏單次使用沖吸套管組 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=22797","2017-03-09"
"“德爾鉻”加護病房呼吸器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=22798","2017-03-09"
"“美敦力”來沛去顫器安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=22809","2017-03-10"
"“美敦力” 新視野程控儀系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23053","2017-03-17"
"“奧林柏斯”電子式腹腔鏡 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23100","2017-03-28"
"“波士頓科技” 羅德瓣膜系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23101","2017-03-28"
"“曲克” 闕克芙爾導管轉接頭 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23103","2017-03-29"
"“飛利浦”核醫影像系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23104","2017-03-29"
"＂日立＂ 臨床使用的連續流動式多項化學分析儀(未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23144","2017-04-06"
"＂旭＂ 血液透析器 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23145","2017-04-06"
"“美瑞特”福祿動靜脈瘻管用導引鞘 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23151","2017-04-07"
"“納特士”新生兒黃疸光療儀 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23363","2017-05-08"
"卡弗迅介入體骨髓切片／組織抽取針等2張許可證 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23364","2017-05-08"
"“飛利浦”心臟電擊復甦器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23381","2017-05-10"
"“美敦力”深層腦部刺激導線組 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23382","2017-05-10"
"“博士倫”視導手動式眼科器械（滅菌） 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23383","2017-05-10"
"＂新港＂呼吸器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23384","2017-05-10"
"“亞培”恩希快克冠狀動脈氣球擴張導管 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23385","2017-05-10"
"“美敦力”茵德倫覆膜支架系統等2張許可證 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23386","2017-05-10"
"“心衛”心室輔助系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23397","2017-05-16"
"“亞培”艾倍舒全吸收式生物血管模架系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23534","2017-05-22"
"“曼陀”生理食鹽水義乳等5張許可證 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23663","2017-06-03"
"“史塔克”VWF結合膠原蛋白能力酵素免疫法檢測套組 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23666","2017-06-05"
"“磊仕”連續式呼吸器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23667","2017-06-05"
"“博士倫”簡易人工水晶體植入器 (滅菌) 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23668","2017-06-05"
"“衛寶”普利司連續性血液淨化裝置 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23669","2017-06-05"
"“眼力健“超黏喜隆玻璃體替代物 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23670","2017-06-05"
"“普魯斯”海豚壓力槍 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23672","2017-06-06"
"“三花牌“塑膠手套(未滅菌)回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23802","2017-06-12"
"“心衛”心室輔助系統回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23851","2017-06-15"
"“柯惠”波麗收合成可吸收性縫合線(附針/不附針)回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23860","2017-06-20"
"“索林”脈長流主動脈人工心瓣膜安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23861","2017-06-20"
"“美敦力”新可美輸注系統安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23878","2017-06-21"
"“百歐森偉伯司特”摩比卡斯雙向導引鞘管回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23892","2017-06-26"
"“泰爾茂”攝影引導套等3張許可證回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23907","2017-06-28"
"“曲克”一般手術用手動式器械 (滅菌)回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23937","2017-07-06"
"”柯惠”內視鏡手術器械等2張許可證回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23938","2017-07-06"
"“索邏格”心伴第二型左心室輔助系統安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23939","2017-07-06"
"“巴德“乳房定位針(滅菌)回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23951","2017-07-11"
"“曲克”奧德賽鈥雷射系統回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=23956","2017-07-11"
"“索倫”主動脈弓導管回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=24021","2017-07-26"
"“赫士睿”浦朗輸液幫浦安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=24022","2017-07-26"
"“西美”髓內固定器回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=24061","2017-07-31"
"“美敦力”優芙菈快速交換球囊擴張導管回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=24062","2017-07-31"
"貝克曼庫爾特協康乳酸試劑 (未滅菌) 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12193","2013-04-15"
"“史賽克”超音波手術裝置 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12194","2013-04-15"
"輸液器 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12195","2013-04-15"
"＂飛利浦＂ 心血管X光系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12196","2013-04-15"
"“美敦力”信可心臟再同步節律器 、“美敦力”康賽特心臟再同步節律器 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12197","2013-04-15"
"伯瑞 多工影像化系統　","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12198","2013-04-15"
"“磊仕”連續式呼吸器 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12199","2013-04-15"
"“雅氏”樹脂椎間盤支撐架植入物、“雅氏”堤斯貝椎間融合植入物 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12200","2013-04-15"
"基體埃人類白血球第一型抗體篩檢試劑套組 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12201","2013-04-15"
"＂西門子＂正子放射/電腦斷層影像系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12202","2013-04-15"
"＂西美＂人工膝關節 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12205","2013-04-15"
"“奇異”數位型同位素診斷攝影設備、“奇異”單光子放射/電腦斷層系統、“奇異”核醫影像系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12206","2013-04-15"
"〝必帝〞造血幹細胞品質管制試劑 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12207","2013-04-15"
"〝貝克曼庫爾特〞自動生化免疫分析儀 (未滅菌)、貝克曼庫爾特優利賽耳DxC 880i自動生化免疫分析系統(未滅菌)、貝克曼庫爾特 UniCel DxI 800 亞瑟斯免疫分析系統、＂貝克曼庫爾特＂亞瑟斯免疫分析儀 (未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12208","2013-04-15"
"「馬士德」鑑定用試紙條及紙片 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12209","2013-04-15"
"“菲康”來沛自動體外去顫器及附件 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12210","2013-04-15"
"諾德筆5、諾德筆10 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12211","2013-04-15"
"＂萬力＂ 直線加速器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12212","2013-04-15"
"＂美敦力迷你美＂ 儲藥器 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12213","2013-04-15"
"＂泰爾茂＂ 新一代人工心肺灌注系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12214","2013-04-15"
"＂泰爾茂＂ 新一代人工心肺灌注系統","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12215","2013-04-15"
"＂泰爾茂＂ 新一代人工心肺灌注系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12216","2013-04-15"
"英傑核酸引子式高解析人類白血球抗原第二型分型試驗系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12217","2013-04-15"
"“美敦力”賽凡導航系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12218","2013-04-15"
"＂柏朗＂舒肯植入式注射座用注射針 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12219","2013-04-15"
"＂登士派寇克＂氟歐寇冠心建築樹脂 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12220","2013-04-15"
"“飛利浦”電腦斷層造影系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12221","2013-04-15"
"生物梅里埃 MH2 培養基 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12222","2013-04-15"
"＂美敦力＂ 艾必賜耳鼻喉科動力系統等安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12223","2013-04-15"
"＂愛德華＂ 血管分流管 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12224","2013-04-15"
"“史塔瑞”億世代滅菌系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12225","2013-04-15"
"＂飛利浦＂ 心血管X光系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12226","2013-04-15"
"“西美”手動式骨科手術器械 (未滅菌) 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12227","2013-04-15"
"“考迪斯” 歐特易可回收血栓過濾網 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12228","2013-04-15"
"＂德爾鉻＂ 麻醉機 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12229","2013-04-15"
"＂西美＂股骨固定器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12230","2013-04-15"
"＂紅喜＂ 血紅素測量儀 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12231","2013-04-15"
"＂史耐輝＂縫合錨釘及其附件 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12232","2013-04-15"
"立可測 沉降速率品管液 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12233","2013-04-15"
"“西門子” 血液分析系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12234","2013-04-15"
"“西美”手動式骨科手術器械 (未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12235","2013-04-15"
"“奇異”核磁共振掃瞄裝置 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12236","2013-04-15"
"羅氏印諦快800全自動整合型生化分析儀 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12237","2013-04-15"
"＂西門子＂1200生化分析儀 (未滅菌)、＂西門子＂1650生化分析儀 (未滅菌)、＂西門子＂1800生化分析儀(未滅菌)、＂西門子＂2400生化分析儀 (未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12238","2013-04-15"
"＂飛利浦＂ 電腦斷層造影系統、＂飛利浦＂電腦斷層攝影診斷裝置 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12239","2013-04-15"
"＂飛利浦＂核醫/電腦斷層系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12241","2013-04-15"
"“柯惠”肯特利亞羅臍脈導管 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12242","2013-04-15"
"＂三愛＂歐斯泰錐狀牙科植體、＂三愛＂ 歐斯泰牙科植體 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12243","2013-04-15"
"＂西美＂人工膝關節等 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12244","2013-04-15"
"“美敦力”史賓特高壓快速交換氣球擴張導管 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12245","2013-04-15"
"“給爾福訊”阿薇亞呼吸器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12246","2013-04-15"
"＂西門子＂ 1200 系列、＂西門子＂重症檢測分析系統400系列、＂西門子＂ 500系列血液氣體檢測分析系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12247","2013-04-15"
"貝克曼庫爾特自動細胞計數器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12248","2013-04-15"
"“眼力健”眼科準分子雷射系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12249","2013-04-15"
"＂奇異＂ 麻醉系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12250","2013-04-15"
"＂奇異＂ 麻醉系統、＂奇異＂ 呼吸系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12251","2013-04-15"
"“奇異”單光子放射/電腦斷層系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12253","2013-04-15"
"＂美敦力＂沃爾沃克導引導線 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12254","2013-04-15"
"“因特”內視鏡手術輔助系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12255","2013-04-15"
"＂飛利浦＂自動體外心臟去纖維顫動器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12256","2013-04-15"
"“衛寶” 洗腎機 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12257","2015-04-15"
"BD 無針式輸液套接頭 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12258","2015-04-15"
"羅氏EGFR基因突變檢驗套組 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12259","2015-04-15"
"“西美” 美塔索髖關節系統金屬介面 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=12260","2015-04-15"
"“邁瑞”生理監視器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13299","2015-04-28"
"“雷度” 螢光分析儀(未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13300","2015-04-28"
"“信迪思”手動式骨科手術器械 (滅菌/未滅菌)－DHS/DCS擊錘錘頭及擊錘 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13340","2015-05-08"
"德曼遜 魁克萊特 整合式多重電解質檢測電極 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13342","2015-05-08"
"英傑核酸引子式高解析人類白血球抗原第一型分型試驗系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13343","2015-05-08"
"“生物梅里埃”威達獅3全自動免疫分析儀(未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13346","2015-05-08"
"“飛利浦”心臟電擊復甦器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13347","2015-05-08"
"羅氏同半胱胺酸酵素分析法檢驗試劑 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13348","2015-05-08"
"“巴德”康格斯特氣球擴張導管 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13349","2015-05-08"
"＂奇異＂核磁共振掃描裝置、＂奇異＂核磁共振掃描系統、＂奇異＂磁振造影儀 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13365","2015-05-13"
"“潔定”醫療器材清洗裝置 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13366","2015-05-13"
"＂博醫來＂ 病患位置標定系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13367","2015-05-13"
"必帝塑膠注射筒附針 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13368","2015-05-13"
"杜蕾斯穩健型裝衛生套、“杜蕾斯”超薄裝衛生套、杜蕾斯飆風碼衛生套 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13369","2015-05-13"
"“巴德”組織取樣針 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13389","2015-05-20"
"“捷邁”手術用器具馬達與配件或附件 (未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13393","2015-05-20"
"“捷邁”美塔索人工髖關節系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13402","2015-05-22"
"“費森尤斯”血液透析器、“費森尤斯”血液過濾透析器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13403","2015-05-22"
"“奇異”核磁共振掃瞄裝置 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13414","2015-05-26"
"“信迪思”手動式骨科手術器械 (滅菌/未滅菌)－DHS螺旋片連接螺絲 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13415","2015-05-26"
"“美敦力”深腦部刺激延長線、“美敦力”深腦部刺激延長線組 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13416","2015-05-26"
"艾快定待產評估快速檢驗試劑(未滅菌) 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13430","2015-05-29"
"貝克曼庫爾特 亞瑟斯免疫分析系統(未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13431","2015-05-29"
"＂奇異＂ 運動心電圖跑步機 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13439","2015-06-03"
"羅氏可霸斯泰能康D-二聚體第二代檢驗試劑、羅氏泰能康D-二聚體第2代檢驗試劑 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13440","2015-06-03"
"“給爾福訊”阿薇亞呼吸器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13441","2015-06-03"
"＂信迪思＂ 手術用氣動電動工具與配件(未滅菌)－擺鋸組件 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13442","2015-06-03"
"“斐瑞頌”格萊索電子影像喉頭鏡系統 (滅菌/未滅菌) 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13443","2015-06-03"
"＂奇異＂ 運動心電圖跑步機 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13495","2015-06-18"
"“史耐輝”伯明罕髖關節置換系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13594","2015-07-08"
"“史耐輝”限制型襯墊髖臼系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13595","2015-07-08"
"＂醫科達＂ 數位式直線加速器 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13643","2015-07-23"
"＂珀金埃爾默＂ 放射線標定自動伽傌計數分析儀 (未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13644","2015-07-23"
"＂雅氏＂ 手動式骨科手術器械(未滅菌/滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13645","2015-07-23"
"＂巴可＂ 手術用影像顯示裝置(未滅菌) 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13646","2015-07-23"
"“瑞思邁”亞治妥呼吸器系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13651","2015-07-24"
"“柯惠” 奈普特脈搏血氧飽和度測定儀、“柯惠”奈普特手持式血氧濃度計 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13652","2015-07-24"
"臉部軟組織填充劑 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13653","2015-07-24"
"具安全帶的支撐椅、輪椅、升降機及衛浴設備 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13654","2015-07-24"
"＂赫士睿＂ 寶星輸液暨疼痛處理幫浦 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13655","2015-07-24"
"＂愛爾康＂玻璃切除儀 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=13656","2015-07-24"
