光摩棒	朋鑫國際股份有限公司/	台北市	05  5 2013 12:00AM			05  5 2013 12:00AM	平面媒體	with時尚國際中文版	輔導結案	
隋棠首選船井醫卡酸痛按摩機	昭和醫學有限公司/				生署核可(治療酸痛)… …15分鐘立即治療酸痛… …ㄧ次解決肌肉酸痛,關節疼痛,手腳酸痛… …無效全額退費… …效果超越傳統型低週玻,治療時間縮ㄧ半肩頸,手肘痠麻,腰 酸背痛,關節痛,筋膜炎都能有效改善使月滿意度高達 98%... 	04 23 2014 12:00AM	電視	、	未違規結案	
KMG高彈力人體工學護腰帶	奇摩誌國際有限公司/					06  6 2014 12:00AM	電視		輔導結案	
船井隋棠最愛Kitty速燃運動機	昭和醫學有限公司/				其刊登或宣播之廣告內容與原核准廣告內容不符	06  4 2014 12:00AM	電視	、、、	未違規結案	
隋棠船井強力纖盈機海外熱銷版	昭和醫學有限公司/				其刊登或宣播之廣告內容與原核准廣告內容不符	07 16 2014 12:00AM	電視	陽明山有線電視台、陽明山有線電視台	未違規結案	
醫卡熱感迷你馬殺機第二件8折	昭和醫學有限公司/吳思祈				其刊登或宣播之廣告內容與原核准廣告內容不符	07  6 2014 12:00AM	電視	新台北有線電視股份有限公司、、、、新台北有線電視、陽明山有線電視股份有限公司、陽明山有線電視股份有限公司	未違規結案	
第二代舒活益筋機貝蒂推薦組	騏瑋實業有限公司/				廣告內容誇大不實	07 25 2014 12:00AM	電視		輔導結案	
船井生醫醫卡酸痛按摩機	昭和醫學有限公司/			藥事法第66條第2項	廣告內容宣稱誇大療效	08 25 2014 12:00AM	電視		未違規結案	
顧膝處方船井醫卡關健樂活機	昭和醫學有限公司/			藥事法第66條第1項	廣告內容宣稱誇大療效	11 21 2014 12:00AM	電視		未違規結案	
金舒毯非動力式治療床墊	博鈞企業股份有限公司/		12 29 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	12  1 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
愛視能日拋棄式軟性隱形眼鏡	美吾華股份有限公司/					01  2 2014 12:00AM	網路	博登連鎖藥局	輔導結案	
赫麗敷 疤痕貼片(未滅菌)(衛署醫器製壹字第004417號)	安美得生醫股份有限公司/		03 13 2015 12:00AM	藥事法第66條第2項	廣告違規	11 13 2014 12:00AM	網路	http://www.amed.com.tw/product_heraderm_scar.htm	未違規結案	
赫麗敷 疤痕貼片(未滅菌)(衛署醫器製壹字第004417號)	安美得生醫股份有限公司/		03 13 2015 12:00AM	藥事法第66條第2項	廣告違規	11 13 2014 12:00AM	網路	http://www.amed.com.tw/product_heraderm_scar.htm	未違規結案	
全新日本帶回 體絆創膏/液體OK蹦/防水OK蹦	楊雅婷/楊雅婷		05 11 2015 12:00AM	藥事法第27條	無照藥商	03  3 2015 12:00AM	網路		未違規結案	
【日本EKIVAN】液可繃液體絆創膏 (10g)	謝宜芳/謝宜芳		04 14 2015 12:00AM	藥事法第27條	無照藥商	03  3 2015 12:00AM	網路	露天	未違規結案	
免運 花花公子系列 隱形眼鏡 專為亞洲女性打造，自然色調強化眼瞳立體感	李昕柔/		06  1 2015 12:00AM	藥事法第27條	無照藥商	03  4 2015 12:00AM	網路	露天拍賣	未違規結案	
隱形眼鏡 隱眼 Eye Wish 粉紅色 粉色 650度 黑莓傳說	尹芷庭/		04 16 2015 12:00AM		廣告違規	03  4 2015 12:00AM	網路	露天拍賣	輔導結案	
＊韓國超人氣商品＊ it's skin 晶鑽蝸牛霜～現貨	賴筱婷/		04 27 2015 12:00AM		廣告違規	03  5 2015 12:00AM	網路	露天拍賣	輔導結案	
【姐妹花—台灣代購】＊超人氣商品＊ 日本 coloskin液體絆創膏現貨最後2條要買要快，1條300元	林雅芬/林雅芬		05 22 2015 12:00AM	藥事法第27條	無照藥商	03  2 2015 12:00AM	網路	露天	未違規結案	
【姐妹花—台灣代購】＊超人氣商品＊ 日本 LION 休足時間舒緩足部貼布 1包6枚 特價85元	林雅芬/林雅芬		01  1 2016 12:00AM		無違規	03  2 2015 12:00AM	網路	露天	未違規結案	
【姐妹花—台灣代購】＊超人氣商品＊ 日本久光製藥痠痛貼布 此為冷感~~一盒有24枚特價350元最後一盒了要買要快	林雅芬/林雅芬		05 22 2015 12:00AM	藥事法第27條	無照藥商	03  2 2015 12:00AM	網路	露天	未違規結案	
日本超人氣藥妝~NICHIBAN~ROIHI-TSUBOKO 肩酸腰痛溫感貼布156枚(空盒)	呂欣儀/呂欣儀		04 20 2015 12:00AM	藥事法第27條	非藥商刊登或宣播藥物廣告無照藥商	03  6 2015 12:00AM	網路	露天	未違規結案	
泰克美脊固骨水泥（衛署醫器輸字第021578號）	寶億生技股份有限公司/		12 17 2015 12:00AM	藥事法第66條第1項	廣告違規	03 10 2015 12:00AM	網路	寶億生技股份有限公司	未違規結案	
台塑生醫人工代用骨（再吸收骨填充物）（衛署醫器製字第002768號）	寶億生技股份有限公司/		12 15 2015 12:00AM	藥事法第66條第1項	廣告違規	03 10 2015 12:00AM	網路	寶億生技股份有限公司	未違規結案	
免運費 蘇菲 導管式衛生棉條 量多型 32入盒裝 代購	陳姿帆/		04 21 2015 12:00AM	藥事法第40條第1項	醫療器材未申請查驗登記	03 13 2015 12:00AM	網路	露天	未違規結案	
免運費 蘇菲 導管式衛生棉條 一般型 34入盒裝 代購	陳姿帆/		04 21 2015 12:00AM	藥事法第40條第1項	醫療器材未申請查驗登記	03 13 2015 12:00AM	網路	露天	未違規結案	
◀ 倉庫掌門人▶ 德國 Braun 百靈耳溫槍 電子體溫計 美製〔IRT1020〕全新未用 需整理 零件	李慧珊/		10  2 2015 12:00AM	藥事法第27條	無照藥商	03  6 2015 12:00AM	網路	露天拍賣	未違規結案	
TANITA 比UM050 UM051更新 超薄強化玻璃體脂計 UM040	陳樟蔚/		04 23 2015 12:00AM	藥事法第27條	無照藥商	03  6 2015 12:00AM	網路	露天拍賣	未違規結案	
◀ 倉庫掌門人▶ 德國 Braun 百靈耳溫槍 電子體溫計 美製〔IRT1020〕全新未用 需整理 零件機	 李慧珊/		10  2 2015 12:00AM	藥事法第27條	無照藥商	03 13 2015 12:00AM	網路	露天	未違規結案	
3M 8577專業級口罩(原裝新品)~P95含活性碳防塵口罩 (10入) 帶閥 比N95口罩高級	朱昭燕/		04 16 2015 12:00AM		無違規	03 13 2015 12:00AM	網路	露天	未違規結案	
全新 凱娜 管式衛生棉條 4入	李俊杰/		09  8 2015 12:00AM		廣告內容誇大不實	03  6 2015 12:00AM	網路	露天拍賣	輔導結案	
免運費 蘇菲 導管式衛生棉條 量多型 32入盒裝 代購	陳姿帆/		04 21 2015 12:00AM	藥事法第27條	無照藥商	03  6 2015 12:00AM	網路	露天拍賣	未違規結案	
電子式血壓計	黃千岳/黃千岳		04  1 2015 12:00AM		無照藥商	01  5 2015 12:00AM	網路	露天拍賣	相關案件已處分	
啟申經皮電子神經刺激器(衛署醫器製字第000775號)	雃博股份有限公司/		07 22 2015 12:00AM	藥事法第66條第1項	廣告違規	04  2 2015 12:00AM	網路	雃博股份有限公司	未違規結案	
新款 現貨 德國保爾範Bauerfeind 頂級專業護具 GenuTrain 基本款 膝寧護膝-黑藍	魏銘良/		06  4 2015 12:00AM		無照藥商	03 26 2015 12:00AM	網路	露天拍賣	輔導結案	
080寧疤寧青春痘痘筆 防痘痘變大 全效抗痘配方 特殊矽膠頭設計	周千筑/周千筑		08 19 2015 12:00AM		廣告違規	03 25 2015 12:00AM	網路	露天拍賣網站	輔導結案	
【中衛】醫療口罩(鬆緊式綠色- 50片/盒)	廣善新企業有限公司/		05 27 2015 12:00AM		無照藥商	02  6 2015 12:00AM	網路	YAHOO!奇摩拍賣	輔導結案	
美國全瓷氧化鋯齒模塊材（衛部醫器輸字第025394號）	山哆利國際貿易有限公司/		04 18 2016 12:00AM		其他相同頁面刊登衛教資訊	04  7 2015 12:00AM	網路	山哆利國際貿易有限公司	輔導結案	
〝信望愛〞動力式牽引機（衛署醫器製壹字第002553號）	信望愛國際有限公司/		06 12 2015 12:00AM		廣告違規	04  7 2015 12:00AM	網路	信望愛國際有限公司	輔導結案	
@安全防護@ 3M 9010 N95 防塵口罩 50個/盒 3M 9010 N95等級 折合式口罩 50個/盒	非廠商/吳書名		04 28 2015 12:00AM		無違規	02  5 2015 12:00AM	網路	YAHOO！奇摩拍賣	未違規結案	
星星彩色日拋紫10片裝	星歐光學股份有限公司/林恩平		10 26 2015 12:00AM		無違規	04 16 2015 12:00AM	網路	星歐光學	未違規結案	
博士倫舒視能水漾平衡多效保養液	非廠商/王瑋玟		04 17 2015 12:00AM	藥事法第27條	非藥商刊登或宣播藥物廣告	12 31 2014 12:00AM	網路	露天拍賣網站	未違規結案	
仙佳美遠紅外線治療器ZM-215 (衛署醫器製字第002838號)	祥旺達科技有限公司/		07 22 2015 12:00AM	藥事法第66條第1項	廣告違規	04 16 2015 12:00AM	網路	祥旺達科技有限公司	未違規結案	
免運費 蘇菲 導管式衛生棉條 量多型 32入盒裝 代購	非廠商/陳姿帆		04 27 2015 12:00AM		無照藥商	01 29 2015 12:00AM	網路	露天拍賣	相關案件已處分	
iHealth 智能 血壓計 for 小米 紅米 專用	非廠商/林逸軒		05 25 2015 12:00AM		廣告違規	01 26 2015 12:00AM	網路	露天拍賣	輔導結案	
【預購】代購 日韓 美瞳 放大片 隱形眼鏡 請勿在此下標 確認購買開專屬	非廠商/鍾華容			藥事法第27條	無照藥商	04 14 2015 12:00AM	網路		未違規結案	
免運費 限量代購 蘇菲 導管式衛生棉條	非廠商/陳姿帆		04 28 2015 12:00AM		無照藥商	04 13 2015 12:00AM	網路	露天拍賣	相關案件已處分	
bestcon 超大糖果	非廠商/古欣媛(Vicky Ku)		07 10 2015 12:00AM	藥事法第40條第1項規定：「製造、輸入醫療器材，應向中央衛生主管機關申請查驗登記並繳納費用，經核准發給醫療器材許可證後，始得製造或輸入。」藥事法第92條第1項規定：「違反第40條第1項規定者，處新臺幣3萬元以上15萬元以下罰鍰。」	衛生福利部食品藥物管理署104年4月27日查獲受處分人於臉書(網址：https://www.facebook.com/groups/362804827210160/465782210245754/?comment_id=  466245670199408&notif_t=group_comment_reply)刊登販售bestcon超大糖果產品，涉違反藥事法。案經本府衛生局104年6月10日約談受處分人，坦承未具藥商資格亦未將前述產品申請查驗登記，違規屬實在卷，核有違反藥事法第40條第1項規定，爰依同法第92條第1項規定處分如主旨。傳播業者刊登或宣播未經核准之藥物廣告	04 27 2015 12:00AM	網路	facebook社群網站	未違規結案	
◎麗克買◎CROWN MASK◎4盒免運◎成人四層平面活性碳口罩◎ 可超取◎ ISO 9001-2000認證◎台灣製造t	非廠商/朱盈柔		05 13 2015 12:00AM		無違規	02  4 2015 12:00AM	網路	YAHOO！奇摩拍賣	未違規結案	
異想世界-全新 CAMAX COLOR 加美 水嫩每日拋棄式隱形眼鏡-30片 320元-請下標數量1~告知度數!	非廠商/邱愛茵		10 14 2015 12:00AM	藥事法第27條	無照藥商	04 14 2015 12:00AM	網路	露天拍賣	未違規結案	
三層外科手術口罩 醫療級專業口罩 5色可選	非廠商/ 邱思雅		05 15 2015 12:00AM		廣告違規	03 24 2015 12:00AM	網路	YAHOO	輔導結案	
代購德國 德恩奈 假牙清潔錠 顯示器 殺菌速白配方24入+24入	吳永森/		05  5 2015 12:00AM	藥事法第27條	 無照藥商	03 18 2015 12:00AM	網路	露天拍賣網站	未違規結案	
EYEWISH维熙◇黑莓傳說買一送一	非廠商/陳乙菁(zi602002)		11  6 2015 12:00AM	藥事法第27條	無照藥商無照藥商	05  4 2015 12:00AM	網路	露天拍賣 	未違規結案	
EYEWISH维熙-鑽石星20.8mm	非廠商/蘇君婷(susujan1231)		07  7 2015 12:00AM		無照藥商	05  4 2015 12:00AM	網路	露天拍賣 	輔導結案	
EYEWISH维熙-月光-镜片 藍	非廠商/黃瀚芸(hcr0416)		07 23 2015 12:00AM		無照藥商	05  4 2015 12:00AM	網路	露天拍賣	輔導結案	
郭采潔代言 睛漾 晴漾 棕 黑 嬌生	非廠商/鄭筱曦(rani10)		06 25 2015 12:00AM	藥事法第27條	非藥商刊登或宣播藥物廣告	05  4 2015 12:00AM	網路	露天拍賣	未違規結案	
ACUVUE 睛漾 475 650 安視優 隱形	非廠商/邱奕超(g9612726)		07 13 2015 12:00AM		非藥商刊登或宣播藥物廣告	05  4 2015 12:00AM	網路	露天拍賣 	輔導結案	
代購// 美 瞳 季&年 拋棄 式 伊琳 可米路 多款((勿直接下標	非廠商/李盈潔(lovekap000)		07 29 2015 12:00AM		廣告內容誇大不實	05  4 2015 12:00AM	網路	露天拍賣 	輔導結案	
*Baby-color SUPER YOGURT大优格	非廠商/蘇俊宇(diamond_bear)		07  1 2015 12:00AM		無照藥商	05  4 2015 12:00AM	網路	露天拍賣 	輔導結案	
「“昕琦”e 視彩色二週拋式軟式隱形眼鏡(衛署醫器製字第002188號)	昕琦科技股份有限公司/		01 21 2016 12:00AM		標示內容與規定不符	11 18 2015 12:00AM	網路	「See Vision昕琦科技」	相關案件已處分	
新上醫倒立機	澄村企業行/		12 30 2015 12:00AM	藥事法第27條藥事法第40條第1項	醫療器材未申請查驗登記	11 23 2015 12:00AM	網路	澄村整骱健康網站	未違規結案	
現貨 非保麗淨 品牌的德國 假牙黏著劑 40g	非廠商/孫有平		12  3 2015 12:00AM		醫療器材未申請查驗登記	11  5 2015 12:00AM	網路		相關案件已處分	
愛樂恩洗吸鼻器	雙寶居家保健生活館/		12  9 2015 12:00AM		廣告違規	11 26 2015 12:00AM	網路	雙寶居家保健生活館網頁	輔導結案	
現貨 非 保麗淨 品牌的德國 假牙黏著劑 40g	s4677/孫有平		12 15 2015 12:00AM		醫療器材未申請查驗登記	11  6 2015 12:00AM	網路		相關案件已處分	
POLIDENT保麗淨假牙清潔錠150片~5分鐘快速有效殺菌99%★550元★COSTCO好市多代購★可刷卡~可超取~	summer1990/史文婷		02 15 2016 12:00AM		廣告違規	11  6 2015 12:00AM	網路	露天	輔導結案	
★信昌小妹★《飛特登》假牙清潔錠36錠 (12盒免運費) ~藥局公司貨~	regina79gr/林真伊		02  5 2016 12:00AM		無照藥商	11  6 2015 12:00AM	網路	露天	輔導結案	
美國大藥廠製造 (Made in USA),知名品牌Efferdent - 抗菌假牙清潔錠, 美國原裝,最新現貨	shinewill/謝萍		02  5 2016 12:00AM		無照藥商	11  6 2015 12:00AM	網路	露天	輔導結案	
日本 小林製藥 局部 假牙清潔定 現貨 (108錠)	magen511011/呂姿慧		02  5 2016 12:00AM		無照藥商	11  6 2015 12:00AM	網路	露天	輔導結案	
杜蕾斯 Durex套 超薄.螺紋.凸點 6入/盒*2 特惠組 #07010008	qooquickw2/王榮宏				以其他不正當方式為宣傳	11  9 2015 12:00AM	網路		輔導結案	
樂趣-大丈夫系列 六倍粗顆粒 12入 #07010119	qooquickw2/王榮宏		01  8 2016 12:00AM		以其他不正當方式為宣傳	11 10 2015 12:00AM	網路	露天	輔導結案	
數位無感超薄型 12入/盒 #07010086	qooquickw2/王榮宏				以其他不正當方式為宣傳	11 10 2015 12:00AM	網路		輔導結案	
現貨 非 保麗淨 品牌的德國 假牙黏著劑 40g	孫有平君/孫有平君		12 15 2015 12:00AM		醫療器材未申請查驗登記	11  3 2015 12:00AM	網路		相關案件已處分	
保麗淨假牙黏著劑60g一盒$225最少要訂購2盒 效期到2018/2/28	葉星廷/葉星廷		12 31 2015 12:00AM		刊播未申請核准之廣告	11  3 2015 12:00AM	網路	雅虎奇摩	輔導結案	
（二組590元）全新~ "3M雙效冷熱敷墊+附保溫布套 (本賣場另售電暖袋/暖風機/電暖爐/除濕機)冷敷墊/.冰敷墊	Y8042494529/胡琇媛		02  5 2016 12:00AM		無照藥商	11 17 2015 12:00AM	網路	YAHOO	輔導結案	
（４組免運）全新~ "3M雙效冷熱敷墊+附保溫布套 (本賣場另售電暖袋/暖風機/電暖爐/除濕機)冷敷墊/.冰敷墊	Y8042494529/胡琇媛		02  5 2016 12:00AM		無照藥商	11 17 2015 12:00AM	網路	YAHOO	輔導結案	
保麗淨假牙黏著劑	非廠商/葉星廷		12 31 2015 12:00AM		刊播未申請核准之廣告	11  5 2015 12:00AM	網路	雅虎拍賣	輔導結案	
保麗淨假牙清潔錠	非廠商/林佳錦		02  5 2016 12:00AM		無照藥商	10 21 2015 12:00AM	網路	露天拍賣	輔導結案	
【希望的店】8盒840免運~【中衛】醫療口罩(鬆緊式綠色) 醫療級口罩 中衛口罩 三層不織布口罩	非廠商/王秋梅(林宜珊)		04  8 2016 12:00AM		無照藥商	12  7 2015 12:00AM	網路	露天拍賣	輔導結案	
COSTCO不收代購費，蘇菲導管式衛生棉條量多型 32 入	非廠商/李奇璋		04 21 2016 12:00AM		刊播未申請核准之廣告	11 30 2015 12:00AM	網路	露天拍賣	輔導結案	
Airsep亞適8公升超強型氧氣製造機 製氧機 氧氣機 (保固至105年6月)	非廠商/江冠良		01  6 2016 12:00AM	藥事法第27條	無照藥商	11 30 2015 12:00AM	網路	露天拍賣	未違規結案	
嬌生ACUVUE 隱形眼鏡 變色片 棕 550度 ２３片	非廠商/呂宇晴		01 12 2016 12:00AM	藥事法第27條	無照藥商	11 30 2015 12:00AM	網路	露天拍賣	未違規結案	
VAPROS電子套件 霧化器 Energy最新款健康替煙清肺產品蒸汽水煙槍	非廠商/廖婉茹		01 25 2016 12:00AM		無違規	12  7 2015 12:00AM	網路	露天拍賣	未違規結案	
脈動式血氧機(儀)、血氧監測SPO2(成人)、長期呼吸治療與氧氣治療、居家護理、慢性心肺疾病、氣喘	非廠商/江明諹		03 15 2016 12:00AM	藥事法第84條	不良醫療器材	09  9 2015 12:00AM	網路	雅虎	未違規結案	
訂金賣場美容師 醫美最夯 洗眉 除疤 洗紋身 小投資賺大錢 創業贈教學 洗紋身 除刺青 洗紋眉 市價20萬 全台最低價	非廠商/吳淑君		07 12 2016 12:00AM		無違規	11 11 2015 12:00AM	網路	露天拍賣	未違規結案	
遠紅外線照射器（衛署醫器製字第 001366號）	殷富瑞得醫療器材企業社/				無照藥商	11 15 2013 12:00AM	網路	殷富瑞得醫療器材企業社	未違規結案	
嬌生®安視優®TRUEYE恆潤氧	嬌生股份有限公司 /					11 26 2013 12:00AM	網路	FACEBOOK	輔導結案	
Melissa魅力漸進式彈性襪（小腿襪）	/				無照藥商	12  9 2013 12:00AM	網路	楊世泰 	相關案件已處分	
健康天使-不織布口罩	/				無照藥商	11  9 2013 12:00AM	網路	露天拍賣網站	未違規結案	
代購 新竹COSTCO樂敦妮婕眼藥水、小花眼藥水	/詹詠婷				非藥商刊登或宣播藥物廣告	11 11 2013 12:00AM	網路	露天拍賣網	未違規結案	
智慧型釋壓枕	原鄉事業有限公司/	台北市	02 26 2014 12:00AM		非屬藥物，其廣告內容宣稱醫療效能廣告內容誇大不實	01  7 2014 12:00AM	平面媒體	中國時報	輔導結案	
智慧型釋壓枕	原鄉事業有限公司/	高雄市	03 19 2014 12:00AM		非屬藥物，其廣告內容宣稱醫療效能廣告內容誇大不實	01  2 2014 12:00AM	平面媒體	聯合報	輔導結案	
佳新頸椎減壓止鼾枕	佳新醫療復健器材有限公司/	桃園縣	01  9 2014 12:00AM		廣告內容宣稱誇大療效	01  9 2014 12:00AM	平面媒體	佳新醫療復健器材有限公司	輔導結案	
智慧型釋壓枕	原鄉事業有限公司/	台北市	02 28 2014 12:00AM		非屬藥物，其廣告內容宣稱醫療效能廣告內容誇大不實	01 14 2014 12:00AM	平面媒體	聯合報	輔導結案	
佳新頸椎減壓止鼾枕	佳新醫療復健器材有限公司/	新北市	01 16 2014 12:00AM			01 16 2014 12:00AM	平面媒體	經濟日報	輔導結案	
明沛隱形眼鏡潤濕液	吉富貿易有限公司/	新北市	02 20 2014 12:00AM		廣告內容誇大不實	01 21 2014 12:00AM	平面媒體	經濟日報	輔導結案	
智慧型釋壓枕	原鄉事業有限公司/	新北市	03 19 2014 12:00AM		非屬藥物，其廣告內容宣稱醫療效能廣告內容誇大不實	01 23 2014 12:00AM	平面媒體	經濟日報	輔導結案	
佳新頸椎減壓止鼾枕	佳新醫療復健器材有限公司/	新北市	01 23 2014 12:00AM			01 23 2014 12:00AM	平面媒體	經濟日報	輔導結案	
多功能全方位數位助聽器	歐德聽視力有限公司/	台北市	02 20 2014 12:00AM		標示內容與規定不符其刊登或宣播之廣告內容與原核准廣告內容不符	01 23 2014 12:00AM	平面媒體	台灣新生報	輔導結案	
金舒毯	金樂活/王麗冠	台北市	02  1 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	02  1 2014 12:00AM	平面媒體	康健雜誌、爽報、零捌伍柒國際行銷有限公司	未違規結案	
智慧型釋壓枕	原鄉事業有限公司/彭雲騰	台北市	02  9 2014 12:00AM		廣告內容誇大不實	02  9 2014 12:00AM	平面媒體	聯合報	輔導結案	
智慧型釋壓枕	原鄉事業有限公司/彭雲騰	台北市	03 19 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	02 16 2014 12:00AM	平面媒體	聯合報	輔導結案	
智慧型釋壓枕	經濟部國營漢翔航空工業(股)公司/	新北市	03 19 2014 12:00AM		非屬藥物，其廣告內容宣稱醫療效能廣告內容誇大不實	02 18 2014 12:00AM	平面媒體	經濟日報	輔導結案	
鍺被	經濟部國營漢翔航空工業(股)公司/	新北市	03 19 2014 12:00AM		非其刊登或宣播之廣告內容與原核准廣告內容不符	02 18 2014 12:00AM	平面媒體	經濟日報	輔導結案	
鍺被	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	02 23 2014 12:00AM		廣告違規	02 23 2014 12:00AM	平面媒體	聯合報	輔導結案	
智慧型釋壓枕	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	02 23 2014 12:00AM		廣告違規	02 23 2014 12:00AM	平面媒體	聯合報	輔導結案	
鍺被	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	02 27 2014 12:00AM		廣告違規	02 27 2014 12:00AM	平面媒體	人間福報	輔導結案	
鍺被	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	02 28 2014 12:00AM		廣告違規	02 28 2014 12:00AM	平面媒體	人間福報	輔導結案	
智慧型釋壓枕	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	03  2 2014 12:00AM		廣告違規	03  2 2014 12:00AM	平面媒體	聯合報	輔導結案	
鍺被	經濟部國營漢翔航空工業(股)公司/ 彭雲騰	台北市	03  2 2014 12:00AM		廣告違規	03  2 2014 12:00AM	平面媒體	聯合報	輔導結案	
鍺被	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	03  9 2014 12:00AM		廣告違規	03  9 2014 12:00AM	平面媒體	聯合報	輔導結案	
智慧型釋壓枕	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	03  9 2014 12:00AM		廣告違規	03  9 2014 12:00AM	平面媒體	聯合報	輔導結案	
智慧型釋壓枕	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	03 16 2014 12:00AM		廣告違規	03 16 2014 12:00AM	平面媒體	聯合報	輔導結案	
鍺被	經濟部國營漢翔航空工業(股)公司/彭雲騰	台北市	03 25 2014 12:00AM		廣告內容誇大不實	03 25 2014 12:00AM	平面媒體	聯合報	輔導結案	
佳新人體工學減壓擺位坐墊	佳新醫療復健器材有限公司/	桃園縣	01 20 2015 12:00AM	藥事法第66條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	04  1 2014 12:00AM	平面媒體	佳新醫療復健器材有限公司	未違規結案	
足寶strong feet 醫用矯正鞋墊	捷登國際有限公司/	台北市	04  8 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	04  8 2014 12:00AM	平面媒體	人間福報	未違規結案	
鍺被	經濟部國營漢翔航空工業(股)公司/彭雲騰 	台北市	04  9 2014 12:00AM		廣告內容誇大不實	04  9 2014 12:00AM	平面媒體	中國時報	相關案件已處分	
金舒毯非動力式治療床墊	金樂活/	台北市	04 29 2014 12:00AM			04 29 2014 12:00AM	平面媒體	蘋果日報	輔導結案	
美尼克 美皮蕾系列	歐強國際有限公司/	台北市	06  1 2014 12:00AM			06  1 2014 12:00AM	平面媒體	常春月刊	輔導結案	
聲得 助聽器	聲得有限公司/	台北市	06 27 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	06 27 2014 12:00AM	平面媒體	蘋果日報	輔導結案	
艾康血糖測試系統	富廣國際有限公司/安茂元	台北市	07  1 2014 12:00AM			07  1 2014 12:00AM	平面媒體	常春月刊	輔導結案	
金舒毯	NO/	台北市	09  3 2015 12:00AM		廣告內容宣稱誇大療效	08  5 2014 12:00AM	平面媒體	自由時報	輔導結案	
美若康綻美	明基材料股份有限公司/	臺北市	01  6 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	01 13 2014 12:00AM	平面媒體	台灣新生報	未違規結案	
LIPOSONIX立塑聚焦音波	多采創意行銷有限公司/何瑞萍	臺北市	01  1 2014 12:00AM		非藥商刊登或宣播藥物廣告	01 29 2014 12:00AM	平面媒體	柯夢波丹國際中文版	未違規結案	
“雋康”檢查用手套（衛署醫器陸輸壹字第001884號	維康股份有限公司/	臺北市	02 15 2014 12:00AM			02 16 2014 12:00AM	平面媒體	維康醫療用品廣告型錄	未違規結案	
醫療級彈性襪（微米型醫用彈性襪及運動襪彈性襪）	維康股份有限公司/	臺北市	02 26 2014 12:00AM			02 26 2014 12:00AM	平面媒體	維康醫療用品型錄	輔導結案	
愛倍潤全效保養液	台灣寶潔股份有限公司/	臺北市	02  7 2014 12:00AM			02 27 2014 12:00AM	平面媒體	屈臣氏門市DM	輔導結案	
疲立寧電子痠痛貼片	翰沃生電科技股份有限公司/段緯	臺北市	04 11 2011 12:00AM			03 10 2014 12:00AM	平面媒體	宣傳單	輔導結案	
疲立寧電子酸痛貼片	杏豐實業股份有限公司/	臺北市	04  9 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	03 10 2014 12:00AM	平面媒體	宣傳單	輔導結案	
愛爾康睛艷星鑽光	台灣寶潔股份有限公司/	臺北市	03  1 2014 12:00AM			03 25 2014 12:00AM	平面媒體	MINA米娜時尚國際中文版	輔導結案	
優士嵐護你膚免刺痛護膚噴劑	陽明藥品股份有限公司/	嘉義市	03 14 2014 12:00AM			03 14 2014 12:00AM	平面媒體	陽明藥品股份有限公司	未違規結案	
嬌生安視優恆潤氧每日拋隱形眼鏡	嬌生股份有限公司/	臺北市	04 22 2014 12:00AM		廣告違規	04 23 2014 12:00AM	平面媒體	中國時報	未違規結案	
金舒毯超能量系列	零捌伍柒國際行銷有限公司/王麗冠	臺北市	04 29 2014 12:00AM			04 29 2014 12:00AM	平面媒體	蘋果日報	輔導結案	
愛妥麗保濕敷料系列產品 	新加坡商美納里尼醫藥有限公司台灣分公司/	臺北市	05  2 2014 12:00AM			05  2 2014 12:00AM	平面媒體	無	輔導結案	
海昌星眸色日拋	二零零八傳媒行銷股份有限公司/	臺北市	06  1 2014 12:00AM			06  4 2014 12:00AM	平面媒體	VIVI唯妳時尚國際中文版 	輔導結案	
統一藥品驗孕系列	統一藥品股份有限公司/無	臺北市	12 25 2014 12:00AM		廣告違規	06 24 2014 12:00AM	平面媒體	儂儂雜誌	輔導結案	
芙立康疤痕凝膠	汎宇藥業股份有限公司/	臺中市	07  3 2014 12:00AM			07  3 2014 12:00AM	平面媒體	光遠骨外科診所	輔導結案	
美納里尼愛妥麗敷料	新加坡商美納里尼醫藥有限公司台灣分公司/	臺北市	11 25 2014 12:00AM	藥事法第66條第2項	廣告違規	07 15 2014 12:00AM	平面媒體	新加坡商美納里尼醫藥有限公	未違規結案	
