標題,連結,發布日期
"106年2月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22716&t=s","2017-02-20"
"106年2月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22726&t=s","2017-02-20"
"106年2月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22730&t=s","2017-02-21"
"106年2月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22739&t=s","2017-02-22"
"106年2月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22742&t=s","2017-02-23"
"106年2月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22752&t=s","2017-02-24"
"106年3月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22762&t=s","2017-03-01"
"106年3月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22764&t=s","2017-03-02"
"106年3月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22770&t=s","2017-03-03"
"106年3月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22787&t=s","2017-03-06"
"106年3月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22789&t=s","2017-03-07"
"106年3月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22790&t=s","2017-03-08"
"106年3月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22802&t=s","2017-03-09"
"106年3月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22807&t=s","2017-03-10"
"106年3月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22825&t=s","2017-03-13"
"106年3月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22847&t=s","2017-03-14"
"106年3月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=22957&t=s","2017-03-15"
"106年3月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23037&t=s","2017-03-16"
"106年3月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23059&t=s","2017-03-17"
"106年3月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23070&t=s","2017-03-20"
"106年3月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23072&t=s","2017-03-21"
"106年3月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23076&t=s","2017-03-22"
"106年3月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23087&t=s","2017-03-23"
"106年3月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23091&t=s","2017-03-24"
"106年3月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23096&t=s","2017-03-27"
"106年3月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23102&t=s","2017-03-28"
"106年3月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23122&t=s","2017-03-29"
"106年4月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23139&t=s","2017-04-05"
"106年4月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23146&t=s","2017-04-06"
"106年4月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23152&t=s","2017-04-07"
"106年4月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23155&t=s","2017-04-10"
"106年4月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23159&t=s","2017-04-11"
"106年4月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23176&t=s","2017-04-13"
"106年4月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23177&t=s","2017-04-12"
"106年4月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23178&t=s","2017-04-14"
"106年4月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23214&t=s","2017-04-17"
"106年4月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23224&t=s","2017-04-18"
"106年4月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23238&t=s","2017-04-19"
"106年4月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23244&t=s","2017-04-20"
"106年4月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23253&t=s","2017-04-21"
"106年4月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23277&t=s","2017-04-24"
"106年4月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23285&t=s","2017-04-25"
"106年4月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23319&t=s","2017-04-26"
"106年4月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23324&t=s","2017-04-27"
"106年3月31日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23332&t=s","2017-03-31"
"106年3月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23334&t=s","2017-03-30"
"106年5月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23336&t=s","2017-05-02"
"106年5月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23339&t=s","2017-05-03"
"106年5月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23344&t=s","2017-05-04"
"106年4月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23347&t=s","2017-04-28"
"106年5月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23356&t=s","2017-05-05"
"106年5月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23365&t=s","2017-05-08"
"106年5月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23375&t=s","2017-05-09"
"106年5月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23387&t=s","2017-05-10"
"106年5月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23390&t=s","2017-05-11"
"106年5月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23392&t=s","2017-05-12"
"106年5月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23395&t=s","2017-05-15"
"106年5月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23400&t=s","2017-05-16"
"106年5月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23429&t=s","2017-05-17"
"106年5月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23530&t=s","2017-05-18"
"106年5月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23531&t=s","2017-05-19"
"106年5月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23535&t=s","2017-05-22"
"106年5月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23573&t=s","2017-05-23"
"106年5月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23612&t=s","2017-05-24"
"106年5月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23613&t=s","2017-05-25"
"106年5月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23618&t=s","2017-05-26"
"106年5月31日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23639&t=s","2017-05-31"
"106年6月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23648&t=s","2017-06-01"
"106年6月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23652&t=s","2017-06-02"
"106年6月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23664&t=s","2017-06-03"
"106年6月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23671&t=s","2017-06-05"
"106年6月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23681&t=s","2017-06-06"
"106年6月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23695&t=s","2017-06-07"
"106年6月8輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23699&t=s","2017-06-08"
"106年6月9輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23798&t=s","2017-06-09"
"106年6月12輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23829&t=s","2017-06-12"
"106年6月13輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23833&t=s","2017-06-13"
"106年6月14輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23849&t=s","2017-06-14"
"106年6月15輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23854&t=s","2017-06-15"
"106年6月16輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23855&t=s","2017-06-16"
"106年6月19輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23859&t=s","2017-06-19"
"106年6月20輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23868&t=s","2017-06-20"
"106年6月21輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23879&t=s","2017-06-21"
"106年6月22輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23880&t=s","2017-06-22"
"106年6月23輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23890&t=s","2017-06-23"
"106年6月26輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23893&t=s","2017-06-26"
"106年6月27輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23902&t=s","2017-06-27"
"106年6月28輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23908&t=s","2017-06-28"
"106年6月29輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23913&t=s","2017-06-29"
"106年6月30輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23917&t=s","2017-06-30"
"106年7月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23923&t=s","2017-07-03"
"106年7月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23928&t=s","2017-07-04"
"106年7月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23935&t=s","2017-07-05"
"106年7月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23946&t=s","2017-07-10"
"106年7月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23947&t=s","2017-07-10"
"106年7月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23948&t=s","2017-07-10"
"106年7月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23978&t=s","2017-07-12"
"106年7月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23979&t=s","2017-07-12"
"106年7月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23982&t=s","2017-07-13"
"106年7月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23988&t=s","2017-07-14"
"106年7月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23996&t=s","2017-07-17"
"106年7月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=23997&t=s","2017-07-18"
"106年7月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24001&t=s","2017-07-19"
"106年7月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24004&t=s","2017-07-20"
"106年7月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24011&t=s","2017-07-21"
"106年7月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24013&t=s","2017-07-24"
"106年7月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24016&t=s","2017-07-25"
"106年7月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24031&t=s","2017-07-26"
"106年7月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24039&t=s","2017-07-27"
"106年7月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24052&t=s","2017-07-28"
"106年7月31日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24064&t=s","2017-07-31"
"106年8月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24066&t=s","2017-08-01"
"106年8月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24070&t=s","2017-08-02"
"106年8月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24083&t=s","2017-08-04"
"106年8月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24084&t=s","2017-08-04"
"106年8月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24093&t=s","2017-08-07"
"106年8月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24095&t=s","2017-08-08"
"106年8月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24099&t=s","2017-08-09"
"106年8月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24100&t=s","2017-08-10"
"106年8月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24102&t=s","2017-08-11"
"106年8月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24106&t=s","2017-08-14"
"106年8月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24120&t=s","2017-08-15"
"106年8月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24126&t=s","2017-08-16"
"106年8月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24130&t=s","2017-08-17"
"106年8月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24135&t=s","2017-08-18"
"106年8月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24153&t=s","2017-08-21"
"106年8月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24158&t=s","2017-08-22"
"106年8月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24161&t=s","2017-08-23"
"106年8月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24168&t=s","2017-08-24"
"106年8月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24194&t=s","2017-08-25"
"106年8月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24204&t=s","2017-08-28"
"106年8月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24230&t=s","2017-08-29"
"106年8月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24233&t=s","2017-08-30"
"106年8月31日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24242&t=s","2017-08-31"
"106年9月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24250&t=s","2017-09-01"
"106年9月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24264&t=s","2017-09-04"
"106年9月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24270&t=s","2017-09-05"
"106年9月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24276&t=s","2017-09-06"
"106年9月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24282&t=s","2017-09-07"
"106年9月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24284&t=s","2017-09-08"
"106年9月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24294&t=s","2017-09-11"
"106年9月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24297&t=s","2017-09-12"
"106年9月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24302&t=s","2017-09-13"
"106年9月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24321&t=s","2017-09-14"
"106年9月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24349&t=s","2017-09-15"
"106年9月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24361&t=s","2017-09-18"
"106年9月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24377&t=s","2017-09-19"
"106年9月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24383&t=s","2017-09-20"
"106年9月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24441&t=s","2017-09-21"
"106年9月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=24445&t=s","2017-09-22"
